Catégorie,Date de commande,Segment,Objectif de vente
Fournitures de bureau,25-03-2015,Entreprise individuelle,319
Fournitures de bureau,25-03-2015,Grand public,1042
Mobilier,25-03-2015,Entreprise,1937
Mobilier,25-03-2015,Grand public,511
Fournitures de bureau,26-03-2015,Grand public,243
Produits technologiques,26-03-2015,Entreprise,692
Fournitures de bureau,27-03-2015,Entreprise,53
Fournitures de bureau,27-03-2015,Grand public,31
Fournitures de bureau,28-03-2015,Entreprise,41
Fournitures de bureau,28-03-2015,Entreprise individuelle,1170
Fournitures de bureau,28-03-2015,Grand public,754
Produits technologiques,28-03-2015,Entreprise,271
Produits technologiques,28-03-2015,Entreprise individuelle,526
Produits technologiques,28-03-2015,Grand public,683
Fournitures de bureau,29-03-2015,Entreprise,31
Fournitures de bureau,29-03-2015,Entreprise individuelle,191
Fournitures de bureau,31-03-2015,Entreprise,1049
Fournitures de bureau,31-03-2015,Grand public,1037
Mobilier,31-03-2015,Entreprise,731
Mobilier,31-03-2015,Grand public,3505
Produits technologiques,31-03-2015,Entreprise,116
Fournitures de bureau,01-04-2015,Grand public,44
Produits technologiques,01-04-2015,Grand public,2463
Fournitures de bureau,02-04-2015,Entreprise,55
Fournitures de bureau,02-04-2015,Entreprise individuelle,442
Fournitures de bureau,02-04-2015,Grand public,1324
Mobilier,02-04-2015,Entreprise individuelle,1076
Produits technologiques,02-04-2015,Entreprise individuelle,275
Fournitures de bureau,03-04-2015,Entreprise,149
Fournitures de bureau,03-04-2015,Grand public,118
Mobilier,03-04-2015,Entreprise,2214
Mobilier,03-04-2015,Grand public,281
Produits technologiques,03-04-2015,Entreprise,522
Produits technologiques,03-04-2015,Entreprise individuelle,1487
Produits technologiques,03-04-2015,Grand public,327
Fournitures de bureau,04-04-2015,Entreprise,343
Fournitures de bureau,04-04-2015,Grand public,459
Fournitures de bureau,05-04-2015,Entreprise individuelle,50
Fournitures de bureau,05-04-2015,Grand public,25
Fournitures de bureau,06-04-2015,Grand public,462
Mobilier,06-04-2015,Grand public,326
Produits technologiques,06-04-2015,Grand public,305
Fournitures de bureau,07-04-2015,Entreprise,1383
Fournitures de bureau,07-04-2015,Entreprise individuelle,401
Fournitures de bureau,07-04-2015,Grand public,551
Mobilier,07-04-2015,Grand public,1092
Produits technologiques,07-04-2015,Entreprise individuelle,165
Produits technologiques,07-04-2015,Grand public,378
Fournitures de bureau,08-04-2015,Grand public,378
Mobilier,08-04-2015,Grand public,224
Fournitures de bureau,09-04-2015,Entreprise,48
Fournitures de bureau,09-04-2015,Entreprise individuelle,17
Fournitures de bureau,09-04-2015,Grand public,1461
Produits technologiques,09-04-2015,Entreprise individuelle,207
Fournitures de bureau,10-04-2015,Entreprise,163
Fournitures de bureau,10-04-2015,Entreprise individuelle,74
Fournitures de bureau,10-04-2015,Grand public,79
Mobilier,10-04-2015,Entreprise,1051
Produits technologiques,10-04-2015,Entreprise,599
Produits technologiques,10-04-2015,Grand public,934
Fournitures de bureau,11-04-2015,Entreprise,41
Produits technologiques,11-04-2015,Grand public,196
Fournitures de bureau,12-04-2015,Entreprise,1379
Fournitures de bureau,12-04-2015,Entreprise individuelle,53
Fournitures de bureau,13-04-2015,Entreprise,569
Fournitures de bureau,13-04-2015,Grand public,52
Mobilier,13-04-2015,Entreprise,170
Produits technologiques,13-04-2015,Entreprise individuelle,1098
Fournitures de bureau,14-04-2015,Entreprise,858
Fournitures de bureau,14-04-2015,Grand public,2393
Mobilier,14-04-2015,Entreprise,1405
Mobilier,14-04-2015,Grand public,608
Produits technologiques,14-04-2015,Entreprise,55
Fournitures de bureau,15-04-2015,Entreprise,588
Fournitures de bureau,15-04-2015,Grand public,474
Mobilier,15-04-2015,Entreprise,840
Produits technologiques,15-04-2015,Grand public,580
Fournitures de bureau,16-04-2015,Entreprise,102
Fournitures de bureau,16-04-2015,Grand public,99
Mobilier,16-04-2015,Entreprise,887
Produits technologiques,16-04-2015,Entreprise,777
Produits technologiques,16-04-2015,Entreprise individuelle,329
Fournitures de bureau,17-04-2015,Entreprise,451
Fournitures de bureau,17-04-2015,Entreprise individuelle,199
Fournitures de bureau,17-04-2015,Grand public,691
Mobilier,17-04-2015,Entreprise,724
Mobilier,17-04-2015,Grand public,139
Produits technologiques,17-04-2015,Entreprise,1197
Produits technologiques,17-04-2015,Entreprise individuelle,468
Produits technologiques,17-04-2015,Grand public,780
Fournitures de bureau,18-04-2015,Entreprise,134
Fournitures de bureau,18-04-2015,Grand public,87
Mobilier,18-04-2015,Entreprise,104
Fournitures de bureau,19-04-2015,Entreprise,37
Fournitures de bureau,19-04-2015,Entreprise individuelle,26
Fournitures de bureau,19-04-2015,Grand public,222
Mobilier,19-04-2015,Entreprise,188
Mobilier,19-04-2015,Grand public,509
Produits technologiques,19-04-2015,Grand public,71
Produits technologiques,20-04-2015,Entreprise,696
Fournitures de bureau,21-04-2015,Grand public,827
Mobilier,21-04-2015,Grand public,1031
Produits technologiques,21-04-2015,Entreprise,1938
Produits technologiques,21-04-2015,Grand public,1363
Fournitures de bureau,22-04-2015,Entreprise,19
Mobilier,22-04-2015,Entreprise,1308
Fournitures de bureau,23-04-2015,Grand public,19
Produits technologiques,23-04-2015,Grand public,1605
Fournitures de bureau,24-04-2015,Entreprise,277
Fournitures de bureau,24-04-2015,Grand public,1252
Mobilier,24-04-2015,Grand public,1286
Produits technologiques,24-04-2015,Grand public,2736
Fournitures de bureau,25-04-2015,Entreprise,694
Fournitures de bureau,25-04-2015,Grand public,167
Produits technologiques,25-04-2015,Entreprise individuelle,415
Fournitures de bureau,26-04-2015,Entreprise,126
Fournitures de bureau,26-04-2015,Entreprise individuelle,38
Fournitures de bureau,26-04-2015,Grand public,293
Mobilier,26-04-2015,Entreprise,23
Mobilier,26-04-2015,Grand public,843
Produits technologiques,26-04-2015,Entreprise,582
Fournitures de bureau,28-04-2015,Entreprise,242
Fournitures de bureau,28-04-2015,Entreprise individuelle,220
Mobilier,28-04-2015,Entreprise,346
Mobilier,28-04-2015,Entreprise individuelle,835
Mobilier,28-04-2015,Grand public,2267
Produits technologiques,28-04-2015,Entreprise individuelle,2436
Produits technologiques,28-04-2015,Grand public,47
Mobilier,29-04-2015,Entreprise,87
Produits technologiques,29-04-2015,Grand public,940
Fournitures de bureau,30-04-2015,Entreprise,1171
Fournitures de bureau,30-04-2015,Grand public,257
Mobilier,30-04-2015,Grand public,136
Fournitures de bureau,01-05-2015,Entreprise individuelle,18
Fournitures de bureau,01-05-2015,Grand public,177
Mobilier,01-05-2015,Entreprise individuelle,75
Mobilier,01-05-2015,Grand public,1609
Fournitures de bureau,02-05-2015,Entreprise individuelle,91
Fournitures de bureau,02-05-2015,Grand public,728
Produits technologiques,02-05-2015,Entreprise individuelle,24
Produits technologiques,02-05-2015,Grand public,66
Fournitures de bureau,03-05-2015,Entreprise,91
Fournitures de bureau,03-05-2015,Entreprise individuelle,997
Fournitures de bureau,03-05-2015,Grand public,1015
Produits technologiques,03-05-2015,Grand public,126
Fournitures de bureau,05-05-2015,Grand public,86
Produits technologiques,05-05-2015,Grand public,375
Fournitures de bureau,06-05-2015,Grand public,65
Fournitures de bureau,07-05-2015,Entreprise individuelle,290
Fournitures de bureau,07-05-2015,Grand public,1195
Mobilier,07-05-2015,Entreprise individuelle,1201
Produits technologiques,07-05-2015,Entreprise individuelle,943
Fournitures de bureau,08-05-2015,Entreprise,357
Fournitures de bureau,08-05-2015,Grand public,399
Produits technologiques,08-05-2015,Entreprise,1385
Produits technologiques,08-05-2015,Grand public,2909
Fournitures de bureau,09-05-2015,Entreprise,125
Fournitures de bureau,09-05-2015,Entreprise individuelle,28
Fournitures de bureau,09-05-2015,Grand public,412
Mobilier,09-05-2015,Grand public,618
Produits technologiques,09-05-2015,Grand public,66
Fournitures de bureau,10-05-2015,Entreprise individuelle,111
Fournitures de bureau,10-05-2015,Grand public,267
Produits technologiques,10-05-2015,Grand public,139
Fournitures de bureau,12-05-2015,Entreprise,142
Fournitures de bureau,12-05-2015,Entreprise individuelle,137
Fournitures de bureau,12-05-2015,Grand public,1944
Produits technologiques,12-05-2015,Grand public,366
Fournitures de bureau,13-05-2015,Entreprise,67
Fournitures de bureau,13-05-2015,Grand public,100
Fournitures de bureau,14-05-2015,Grand public,433
Fournitures de bureau,15-05-2015,Entreprise,138
Fournitures de bureau,15-05-2015,Grand public,44
Mobilier,15-05-2015,Grand public,906
Produits technologiques,15-05-2015,Entreprise,77
Fournitures de bureau,16-05-2015,Entreprise individuelle,126
Fournitures de bureau,16-05-2015,Grand public,2413
Mobilier,16-05-2015,Entreprise individuelle,1284
Mobilier,16-05-2015,Grand public,1063
Produits technologiques,16-05-2015,Grand public,1762
Fournitures de bureau,17-05-2015,Entreprise,93
Fournitures de bureau,17-05-2015,Grand public,172
Produits technologiques,17-05-2015,Grand public,490
Fournitures de bureau,19-05-2015,Entreprise,141
Fournitures de bureau,19-05-2015,Entreprise individuelle,830
Fournitures de bureau,19-05-2015,Grand public,1097
Produits technologiques,19-05-2015,Grand public,258
Fournitures de bureau,20-05-2015,Grand public,301
Mobilier,20-05-2015,Grand public,878
Produits technologiques,20-05-2015,Grand public,885
Fournitures de bureau,21-05-2015,Entreprise,143
Fournitures de bureau,21-05-2015,Grand public,224
Mobilier,21-05-2015,Grand public,189
Produits technologiques,21-05-2015,Entreprise,77
Fournitures de bureau,22-05-2015,Grand public,1121
Fournitures de bureau,23-05-2015,Entreprise,223
Fournitures de bureau,23-05-2015,Grand public,1186
Fournitures de bureau,24-05-2015,Entreprise,290
Fournitures de bureau,24-05-2015,Entreprise individuelle,1338
Fournitures de bureau,24-05-2015,Grand public,359
Mobilier,24-05-2015,Entreprise,343
Produits technologiques,24-05-2015,Entreprise,867
Produits technologiques,24-05-2015,Grand public,728
Fournitures de bureau,26-05-2015,Entreprise individuelle,135
Fournitures de bureau,26-05-2015,Grand public,188
Mobilier,26-05-2015,Entreprise individuelle,271
Mobilier,26-05-2015,Grand public,1135
Produits technologiques,26-05-2015,Grand public,1135
Fournitures de bureau,27-05-2015,Entreprise,284
Fournitures de bureau,27-05-2015,Grand public,34
Mobilier,27-05-2015,Grand public,748
Produits technologiques,27-05-2015,Entreprise,871
Fournitures de bureau,28-05-2015,Grand public,200
Produits technologiques,28-05-2015,Grand public,36
Fournitures de bureau,29-05-2015,Entreprise individuelle,1476
Fournitures de bureau,29-05-2015,Grand public,499
Mobilier,29-05-2015,Grand public,1898
Produits technologiques,29-05-2015,Entreprise individuelle,250
Produits technologiques,29-05-2015,Grand public,749
Fournitures de bureau,30-05-2015,Entreprise,1783
Fournitures de bureau,30-05-2015,Entreprise individuelle,195
Produits technologiques,30-05-2015,Entreprise,550
Produits technologiques,31-05-2015,Entreprise,835
Fournitures de bureau,02-06-2015,Entreprise,229
Fournitures de bureau,02-06-2015,Grand public,259
Produits technologiques,02-06-2015,Entreprise,1244
Fournitures de bureau,03-06-2015,Entreprise,330
Fournitures de bureau,03-06-2015,Entreprise individuelle,45
Fournitures de bureau,03-06-2015,Grand public,2305
Mobilier,03-06-2015,Grand public,436
Fournitures de bureau,04-06-2015,Entreprise,558
Fournitures de bureau,04-06-2015,Entreprise individuelle,707
Fournitures de bureau,04-06-2015,Grand public,172
Mobilier,04-06-2015,Entreprise,3752
Mobilier,04-06-2015,Grand public,541
Produits technologiques,04-06-2015,Entreprise,418
Produits technologiques,04-06-2015,Entreprise individuelle,666
Fournitures de bureau,05-06-2015,Entreprise,71
Fournitures de bureau,05-06-2015,Grand public,336
Produits technologiques,05-06-2015,Grand public,1368
Fournitures de bureau,06-06-2015,Grand public,582
Mobilier,06-06-2015,Grand public,1750
Produits technologiques,06-06-2015,Grand public,318
Fournitures de bureau,07-06-2015,Entreprise individuelle,104
Fournitures de bureau,07-06-2015,Grand public,643
Mobilier,07-06-2015,Grand public,975
Fournitures de bureau,08-06-2015,Grand public,40
Produits technologiques,08-06-2015,Grand public,521
Fournitures de bureau,09-06-2015,Entreprise,2248
Fournitures de bureau,09-06-2015,Entreprise individuelle,500
Fournitures de bureau,09-06-2015,Grand public,527
Mobilier,09-06-2015,Grand public,1119
Produits technologiques,09-06-2015,Entreprise,849
Produits technologiques,09-06-2015,Grand public,2259
Fournitures de bureau,10-06-2015,Entreprise,721
Fournitures de bureau,10-06-2015,Grand public,464
Mobilier,10-06-2015,Entreprise,1548
Produits technologiques,10-06-2015,Entreprise,4341
Produits technologiques,10-06-2015,Grand public,1703
Fournitures de bureau,11-06-2015,Entreprise,385
Fournitures de bureau,11-06-2015,Entreprise individuelle,52
Fournitures de bureau,11-06-2015,Grand public,924
Mobilier,11-06-2015,Entreprise,422
Mobilier,11-06-2015,Entreprise individuelle,622
Produits technologiques,11-06-2015,Entreprise individuelle,648
Produits technologiques,11-06-2015,Grand public,1429
Fournitures de bureau,12-06-2015,Entreprise,728
Fournitures de bureau,12-06-2015,Grand public,116
Mobilier,12-06-2015,Entreprise,903
Produits technologiques,12-06-2015,Entreprise,124
Produits technologiques,12-06-2015,Grand public,1179
Fournitures de bureau,13-06-2015,Entreprise,44
Fournitures de bureau,13-06-2015,Grand public,278
Mobilier,13-06-2015,Grand public,313
Produits technologiques,13-06-2015,Entreprise,173
Fournitures de bureau,14-06-2015,Grand public,227
Mobilier,14-06-2015,Grand public,2452
Fournitures de bureau,15-06-2015,Grand public,105
Fournitures de bureau,16-06-2015,Entreprise,151
Fournitures de bureau,16-06-2015,Grand public,239
Mobilier,16-06-2015,Entreprise individuelle,74
Mobilier,16-06-2015,Grand public,310
Produits technologiques,16-06-2015,Entreprise,174
Produits technologiques,16-06-2015,Grand public,384
Fournitures de bureau,17-06-2015,Entreprise,972
Fournitures de bureau,17-06-2015,Grand public,147
Mobilier,17-06-2015,Entreprise,2072
Mobilier,17-06-2015,Grand public,41
Produits technologiques,17-06-2015,Entreprise,2008
Fournitures de bureau,18-06-2015,Entreprise,2436
Fournitures de bureau,18-06-2015,Entreprise individuelle,817
Fournitures de bureau,18-06-2015,Grand public,3583
Mobilier,18-06-2015,Entreprise,279
Mobilier,18-06-2015,Entreprise individuelle,193
Mobilier,18-06-2015,Grand public,31
Produits technologiques,18-06-2015,Entreprise,1084
Produits technologiques,18-06-2015,Entreprise individuelle,278
Produits technologiques,18-06-2015,Grand public,466
Fournitures de bureau,19-06-2015,Entreprise individuelle,297
Fournitures de bureau,19-06-2015,Grand public,39
Mobilier,19-06-2015,Entreprise,1197
Produits technologiques,19-06-2015,Entreprise,144
Produits technologiques,19-06-2015,Entreprise individuelle,2219
Fournitures de bureau,20-06-2015,Entreprise,17
Fournitures de bureau,20-06-2015,Grand public,1114
Mobilier,20-06-2015,Entreprise,92
Produits technologiques,20-06-2015,Entreprise,565
Fournitures de bureau,21-06-2015,Entreprise,206
Fournitures de bureau,21-06-2015,Grand public,117
Mobilier,21-06-2015,Entreprise,891
Mobilier,21-06-2015,Entreprise individuelle,624
Produits technologiques,21-06-2015,Grand public,106
Fournitures de bureau,22-06-2015,Entreprise,90
Fournitures de bureau,22-06-2015,Entreprise individuelle,432
Fournitures de bureau,23-06-2015,Entreprise,107
Fournitures de bureau,23-06-2015,Entreprise individuelle,32
Fournitures de bureau,23-06-2015,Grand public,229
Mobilier,23-06-2015,Entreprise,127
Mobilier,23-06-2015,Grand public,1065
Fournitures de bureau,24-06-2015,Entreprise,412
Fournitures de bureau,24-06-2015,Entreprise individuelle,293
Fournitures de bureau,24-06-2015,Grand public,520
Mobilier,24-06-2015,Grand public,989
Produits technologiques,24-06-2015,Entreprise individuelle,236
Produits technologiques,24-06-2015,Grand public,6150
Fournitures de bureau,25-06-2015,Entreprise,817
Fournitures de bureau,25-06-2015,Entreprise individuelle,164
Fournitures de bureau,25-06-2015,Grand public,138
Mobilier,25-06-2015,Entreprise individuelle,1889
Mobilier,25-06-2015,Grand public,373
Produits technologiques,25-06-2015,Entreprise,534
Produits technologiques,25-06-2015,Grand public,1588
Fournitures de bureau,26-06-2015,Entreprise,906
Fournitures de bureau,26-06-2015,Entreprise individuelle,1517
Fournitures de bureau,26-06-2015,Grand public,148
Mobilier,26-06-2015,Entreprise individuelle,279
Mobilier,26-06-2015,Grand public,318
Produits technologiques,26-06-2015,Entreprise,3582
Produits technologiques,26-06-2015,Grand public,727
Fournitures de bureau,27-06-2015,Entreprise,655
Fournitures de bureau,27-06-2015,Entreprise individuelle,156
Fournitures de bureau,27-06-2015,Grand public,690
Mobilier,27-06-2015,Entreprise,510
Mobilier,27-06-2015,Entreprise individuelle,1130
Mobilier,27-06-2015,Grand public,376
Produits technologiques,27-06-2015,Entreprise individuelle,1314
Produits technologiques,27-06-2015,Grand public,322
Fournitures de bureau,28-06-2015,Entreprise individuelle,38
Fournitures de bureau,29-06-2015,Grand public,83
Mobilier,29-06-2015,Grand public,1517
Produits technologiques,29-06-2015,Grand public,625
Fournitures de bureau,30-06-2015,Entreprise,958
Fournitures de bureau,30-06-2015,Entreprise individuelle,1077
Fournitures de bureau,30-06-2015,Grand public,190
Mobilier,30-06-2015,Entreprise,436
Mobilier,30-06-2015,Entreprise individuelle,1239
Produits technologiques,30-06-2015,Entreprise individuelle,943
Fournitures de bureau,01-07-2015,Entreprise,615
Fournitures de bureau,01-07-2015,Grand public,441
Produits technologiques,01-07-2015,Entreprise,656
Produits technologiques,01-07-2015,Grand public,56
Fournitures de bureau,02-07-2015,Entreprise individuelle,104
Fournitures de bureau,02-07-2015,Grand public,423
Mobilier,02-07-2015,Grand public,934
Fournitures de bureau,03-07-2015,Entreprise individuelle,280
Fournitures de bureau,03-07-2015,Grand public,1183
Mobilier,03-07-2015,Entreprise,120
Mobilier,03-07-2015,Grand public,903
Produits technologiques,03-07-2015,Grand public,2218
Fournitures de bureau,04-07-2015,Entreprise,10
Fournitures de bureau,04-07-2015,Grand public,372
Produits technologiques,04-07-2015,Grand public,690
Fournitures de bureau,05-07-2015,Grand public,629
Mobilier,05-07-2015,Entreprise individuelle,124
Produits technologiques,05-07-2015,Entreprise individuelle,1646
Fournitures de bureau,07-07-2015,Entreprise,268
Fournitures de bureau,07-07-2015,Grand public,214
Mobilier,07-07-2015,Entreprise,126
Mobilier,07-07-2015,Grand public,889
Produits technologiques,07-07-2015,Entreprise,39
Fournitures de bureau,08-07-2015,Entreprise,41
Produits technologiques,09-07-2015,Grand public,2251
Fournitures de bureau,10-07-2015,Grand public,269
Mobilier,10-07-2015,Entreprise,1266
Produits technologiques,10-07-2015,Entreprise,678
Fournitures de bureau,11-07-2015,Grand public,1450
Mobilier,11-07-2015,Entreprise,509
Produits technologiques,11-07-2015,Grand public,342
Fournitures de bureau,12-07-2015,Grand public,865
Produits technologiques,12-07-2015,Grand public,701
Fournitures de bureau,13-07-2015,Grand public,22
Produits technologiques,13-07-2015,Grand public,176
Fournitures de bureau,14-07-2015,Entreprise individuelle,57
Fournitures de bureau,14-07-2015,Grand public,1041
Mobilier,14-07-2015,Grand public,333
Produits technologiques,14-07-2015,Grand public,5019
Fournitures de bureau,15-07-2015,Entreprise individuelle,74
Produits technologiques,15-07-2015,Entreprise individuelle,482
Produits technologiques,15-07-2015,Grand public,194
Fournitures de bureau,16-07-2015,Entreprise,286
Fournitures de bureau,16-07-2015,Entreprise individuelle,1499
Fournitures de bureau,16-07-2015,Grand public,49
Mobilier,16-07-2015,Entreprise individuelle,747
Mobilier,16-07-2015,Grand public,735
Produits technologiques,16-07-2015,Entreprise,60
Produits technologiques,16-07-2015,Entreprise individuelle,324
Produits technologiques,16-07-2015,Grand public,395
Produits technologiques,17-07-2015,Entreprise,74
Mobilier,18-07-2015,Entreprise,1149
Mobilier,18-07-2015,Grand public,592
Produits technologiques,18-07-2015,Entreprise,598
Fournitures de bureau,19-07-2015,Grand public,782
Mobilier,19-07-2015,Grand public,557
Fournitures de bureau,21-07-2015,Grand public,75
Fournitures de bureau,22-07-2015,Entreprise,206
Fournitures de bureau,22-07-2015,Grand public,553
Produits technologiques,22-07-2015,Grand public,1013
Fournitures de bureau,24-07-2015,Entreprise,195
Fournitures de bureau,24-07-2015,Entreprise individuelle,1805
Fournitures de bureau,24-07-2015,Grand public,104
Mobilier,24-07-2015,Entreprise individuelle,222
Produits technologiques,24-07-2015,Entreprise individuelle,660
Fournitures de bureau,25-07-2015,Entreprise,1118
Fournitures de bureau,26-07-2015,Entreprise individuelle,355
Mobilier,26-07-2015,Entreprise,1947
Mobilier,26-07-2015,Entreprise individuelle,180
Produits technologiques,27-07-2015,Entreprise,127
Fournitures de bureau,28-07-2015,Entreprise,57
Fournitures de bureau,28-07-2015,Grand public,784
Mobilier,28-07-2015,Grand public,1164
Produits technologiques,28-07-2015,Entreprise individuelle,279
Fournitures de bureau,29-07-2015,Entreprise,250
Fournitures de bureau,29-07-2015,Entreprise individuelle,447
Fournitures de bureau,29-07-2015,Grand public,37
Produits technologiques,29-07-2015,Entreprise,416
Fournitures de bureau,30-07-2015,Entreprise,405
Fournitures de bureau,30-07-2015,Entreprise individuelle,267
Fournitures de bureau,30-07-2015,Grand public,488
Mobilier,30-07-2015,Entreprise,473
Mobilier,30-07-2015,Entreprise individuelle,1312
Mobilier,30-07-2015,Grand public,317
Produits technologiques,30-07-2015,Entreprise,2778
Produits technologiques,30-07-2015,Grand public,763
Fournitures de bureau,31-07-2015,Entreprise,2470
Fournitures de bureau,31-07-2015,Entreprise individuelle,105
Fournitures de bureau,31-07-2015,Grand public,178
Mobilier,31-07-2015,Grand public,189
Produits technologiques,31-07-2015,Grand public,632
Fournitures de bureau,01-08-2015,Entreprise,39
Fournitures de bureau,01-08-2015,Grand public,144
Mobilier,01-08-2015,Grand public,129
Fournitures de bureau,02-08-2015,Entreprise,53
Fournitures de bureau,02-08-2015,Entreprise individuelle,859
Fournitures de bureau,02-08-2015,Grand public,1201
Mobilier,02-08-2015,Entreprise individuelle,1319
Mobilier,02-08-2015,Grand public,1944
Produits technologiques,02-08-2015,Entreprise,2171
Produits technologiques,02-08-2015,Entreprise individuelle,3159
Produits technologiques,02-08-2015,Grand public,2266
Fournitures de bureau,03-08-2015,Entreprise,114
Fournitures de bureau,03-08-2015,Grand public,58
Produits technologiques,03-08-2015,Grand public,207
Fournitures de bureau,04-08-2015,Entreprise,714
Fournitures de bureau,04-08-2015,Entreprise individuelle,363
Fournitures de bureau,04-08-2015,Grand public,3758
Mobilier,04-08-2015,Entreprise,2173
Mobilier,04-08-2015,Grand public,518
Produits technologiques,04-08-2015,Entreprise individuelle,1182
Produits technologiques,04-08-2015,Grand public,1846
Fournitures de bureau,05-08-2015,Entreprise,82
Fournitures de bureau,05-08-2015,Grand public,1099
Mobilier,05-08-2015,Entreprise,969
Produits technologiques,05-08-2015,Entreprise,317
Produits technologiques,05-08-2015,Grand public,1332
Fournitures de bureau,06-08-2015,Entreprise,867
Fournitures de bureau,06-08-2015,Entreprise individuelle,236
Fournitures de bureau,06-08-2015,Grand public,1132
Mobilier,06-08-2015,Entreprise,1787
Produits technologiques,06-08-2015,Entreprise,3557
Produits technologiques,06-08-2015,Grand public,1773
Fournitures de bureau,07-08-2015,Entreprise,626
Fournitures de bureau,07-08-2015,Entreprise individuelle,1718
Fournitures de bureau,07-08-2015,Grand public,952
Mobilier,07-08-2015,Entreprise,1446
Mobilier,07-08-2015,Entreprise individuelle,618
Produits technologiques,07-08-2015,Entreprise,1771
Produits technologiques,07-08-2015,Grand public,629
Fournitures de bureau,08-08-2015,Entreprise,60
Fournitures de bureau,08-08-2015,Entreprise individuelle,939
Fournitures de bureau,08-08-2015,Grand public,931
Mobilier,08-08-2015,Entreprise,250
Mobilier,08-08-2015,Grand public,1025
Produits technologiques,08-08-2015,Entreprise,283
Produits technologiques,08-08-2015,Grand public,2917
Fournitures de bureau,09-08-2015,Entreprise individuelle,437
Fournitures de bureau,09-08-2015,Grand public,334
Mobilier,09-08-2015,Grand public,280
Produits technologiques,09-08-2015,Grand public,1246
Fournitures de bureau,11-08-2015,Entreprise,233
Fournitures de bureau,11-08-2015,Entreprise individuelle,2473
Fournitures de bureau,11-08-2015,Grand public,619
Mobilier,11-08-2015,Entreprise,489
Mobilier,11-08-2015,Entreprise individuelle,942
Mobilier,11-08-2015,Grand public,41
Produits technologiques,11-08-2015,Entreprise,6265
Produits technologiques,11-08-2015,Entreprise individuelle,889
Produits technologiques,11-08-2015,Grand public,201
Fournitures de bureau,12-08-2015,Entreprise,716
Fournitures de bureau,12-08-2015,Entreprise individuelle,1958
Fournitures de bureau,12-08-2015,Grand public,972
Mobilier,12-08-2015,Entreprise,48
Mobilier,12-08-2015,Entreprise individuelle,240
Mobilier,12-08-2015,Grand public,636
Produits technologiques,12-08-2015,Entreprise individuelle,586
Produits technologiques,12-08-2015,Grand public,955
Fournitures de bureau,13-08-2015,Entreprise,2298
Fournitures de bureau,13-08-2015,Entreprise individuelle,273
Fournitures de bureau,13-08-2015,Grand public,1078
Mobilier,13-08-2015,Entreprise,146
Mobilier,13-08-2015,Grand public,1230
Produits technologiques,13-08-2015,Entreprise,2283
Produits technologiques,13-08-2015,Grand public,130
Fournitures de bureau,14-08-2015,Entreprise,130
Fournitures de bureau,14-08-2015,Entreprise individuelle,335
Fournitures de bureau,14-08-2015,Grand public,1063
Mobilier,14-08-2015,Grand public,199
Produits technologiques,14-08-2015,Entreprise individuelle,1985
Produits technologiques,14-08-2015,Grand public,2767
Fournitures de bureau,15-08-2015,Entreprise,298
Fournitures de bureau,15-08-2015,Entreprise individuelle,29
Fournitures de bureau,15-08-2015,Grand public,821
Mobilier,15-08-2015,Grand public,217
Produits technologiques,15-08-2015,Grand public,4098
Fournitures de bureau,16-08-2015,Entreprise,562
Fournitures de bureau,16-08-2015,Entreprise individuelle,369
Fournitures de bureau,16-08-2015,Grand public,491
Mobilier,16-08-2015,Entreprise,163
Mobilier,16-08-2015,Entreprise individuelle,315
Produits technologiques,16-08-2015,Entreprise,2157
Fournitures de bureau,18-08-2015,Entreprise,243
Fournitures de bureau,18-08-2015,Entreprise individuelle,112
Fournitures de bureau,18-08-2015,Grand public,2128
Mobilier,18-08-2015,Grand public,633
Produits technologiques,18-08-2015,Grand public,1252
Fournitures de bureau,19-08-2015,Entreprise,1525
Fournitures de bureau,19-08-2015,Entreprise individuelle,267
Fournitures de bureau,19-08-2015,Grand public,651
Mobilier,19-08-2015,Entreprise,1398
Produits technologiques,19-08-2015,Entreprise,104
Produits technologiques,19-08-2015,Grand public,1597
Fournitures de bureau,20-08-2015,Entreprise,452
Fournitures de bureau,20-08-2015,Entreprise individuelle,709
Fournitures de bureau,20-08-2015,Grand public,156
Mobilier,20-08-2015,Entreprise individuelle,127
Mobilier,20-08-2015,Grand public,751
Produits technologiques,20-08-2015,Entreprise,219
Fournitures de bureau,21-08-2015,Entreprise,134
Fournitures de bureau,21-08-2015,Entreprise individuelle,414
Fournitures de bureau,21-08-2015,Grand public,936
Mobilier,21-08-2015,Entreprise,477
Mobilier,21-08-2015,Entreprise individuelle,998
Produits technologiques,21-08-2015,Entreprise individuelle,33
Produits technologiques,21-08-2015,Grand public,687
Fournitures de bureau,22-08-2015,Entreprise,1240
Fournitures de bureau,22-08-2015,Entreprise individuelle,19
Fournitures de bureau,22-08-2015,Grand public,827
Mobilier,22-08-2015,Entreprise,367
Mobilier,22-08-2015,Entreprise individuelle,421
Mobilier,22-08-2015,Grand public,1923
Produits technologiques,22-08-2015,Entreprise,1056
Produits technologiques,22-08-2015,Entreprise individuelle,40
Produits technologiques,22-08-2015,Grand public,2448
Fournitures de bureau,23-08-2015,Grand public,354
Mobilier,23-08-2015,Grand public,230
Produits technologiques,23-08-2015,Grand public,781
Fournitures de bureau,24-08-2015,Grand public,117
Fournitures de bureau,25-08-2015,Entreprise,172
